SaleID,CustomerID,ProductID,SaleDate,Quantity,TotalAmount,DiscountApplied,PaymentMethod,ShippingAddress,OrderStatus
104.0,1231.0,2306.0,,3.0,384.23,18.612,CreditCard,Random Address 877 5 Bluestem Point,Delivered
116.0,1105.0,2724.0,2023-10-07,4.0,342.386,23.736,BankTransfer,Random Address 294 53 Rowland Junction,Pending
121.0,1110.0,2490.0,2023-02-07,3.0,277.871,13.092,PayPal,Random Address 144 7652 Bowman Plaza,Returned
136.0,1431.0,2330.0,,2.0,445.819,7.704,BankTransfer,Random Address 980 1199 Warner Junction,Returned
180.0,1558.0,2822.0,,3.0,249.777,11.952,BankTransfer,Random Address 493 24983 Florence Way,InProgress
207.0,1977.0,2322.0,,2.0,404.184,15.552,BankTransfer,Random Address 214 64648 Redwing Avenue,Delivered
213.0,1487.0,2371.0,2023-10-07,2.0,540.496,14.112,Cash,Random Address 140 3493 Sauthoff Lane,InProgress
224.0,1190.0,2351.0,,0.0,197.131,10.572,CreditCard,Random Address 937 39086 Graedel Pass,Cancelled
233.0,1183.0,2171.0,,2.0,351.989,6.588,Cash,Random Address 361 9 Main Street,OnHold
242.0,1347.0,2292.0,,2.0,434.247,9.648,CreditCard,Random Address 107 77 Charing Cross Avenue,Returned
244.0,1827.0,2207.0,2023-05-07,3.0,382.943,0.96,Cash,Random Address 387 3 Bay Alley,Delivered
246.0,1565.0,2537.0,2023-11-07,2.0,541.717,18.468,BankTransfer,Random Address 499 1334 Mockingbird Pass,Processing
269.0,1527.0,2917.0,2023-02-07,3.0,304.26,12.948,CreditCard,Random Address 199 574 Waxwing Parkway,Delivered
271.0,1312.0,2647.0,,3.0,324.214,14.292,BankTransfer,Random Address 305 730 Barby Pass,Pending
274.0,1306.0,2125.0,2023-05-07,3.0,341.836,15.228,CreditCard,Random Address 595 96 Manley Trail,OnHold
296.0,1480.0,2024.0,,4.0,490.292,11.532,BankTransfer,Random Address 567 222 Dayton Place,OnHold
317.0,1721.0,2393.0,,3.0,448.712,3.792,BankTransfer,Random Address 813 20 Comanche Parkway,InProgress
322.0,1254.0,2723.0,2023-09-07,2.0,238.007,0.156,Cash,Random Address 839 12 Bellgrove Terrace,Delivered
333.0,1609.0,2231.0,,5.0,395.714,22.764,Cash,Random Address 201 706 Goodland Court,InProgress
338.0,1958.0,2346.0,2023-04-07,5.0,282.887,17.316,PayPal,Random Address 205 6 Lien Terrace,Returned
358.0,1384.0,2758.0,,4.0,219.736,4.44,PayPal,Random Address 753 54 Mallard Center,Processing
361.0,1389.0,2202.0,,0.0,495.088,23.34,CreditCard,Random Address 702 60341 Browning Street,InProgress
396.0,1522.0,2338.0,,3.0,435.732,4.044,Cash,Random Address 513 0323 Lyons Point,InProgress
412.0,1173.0,2216.0,,3.0,494.197,16.92,BankTransfer,Random Address 411 0927 Lerdahl Hill,Returned
413.0,1705.0,2721.0,,4.0,467.115,5.208,PayPal,Random Address 919 0600 8th Junction,Returned
424.0,1320.0,2040.0,2023-04-07,3.0,336.006,7.74,BankTransfer,Random Address 176 52800 High Crossing Place,Pending
438.0,1832.0,2136.0,,5.0,308.33,19.008,BankTransfer,Random Address 745 37 Dryden Pass,InProgress
482.0,1512.0,2854.0,,4.0,276.441,23.004,PayPal,Random Address 756 7714 Grasskamp Court,InProgress
487.0,1486.0,2008.0,2023-06-07,2.0,413.677,0.864,Cash,Random Address 393 19 Jay Parkway,OnHold
499.0,1561.0,2688.0,2023-09-07,3.0,300.201,17.76,Cash,Random Address 107 56078 Sheridan Park,Pending
502.0,1416.0,2033.0,,2.0,547.129,13.14,CreditCard,Random Address 708 063 Lerdahl Park,Processing
512.0,1974.0,2598.0,2023-04-07,5.0,359.777,20.928,BankTransfer,Random Address 793 93 Kenwood Place,Cancelled
529.0,1737.0,2995.0,,3.0,450.868,22.296,BankTransfer,Random Address 321 0 Clyde Gallagher Road,Cancelled
584.0,1287.0,2578.0,,2.0,348.579,12.06,PayPal,Random Address 913 585 Huxley Point,InProgress
604.0,1942.0,2108.0,2023-09-07,0.0,240.68,18.756,CreditCard,Random Address 119 93 Hudson Crossing,InProgress
632.0,1078.0,2792.0,2023-09-07,3.0,348.293,9.864,BankTransfer,Random Address 315 30770 Westerfield Pass,InProgress
641.0,1045.0,2071.0,,4.0,487.08,19.572,CreditCard,Random Address 200 541 Killdeer Street,Returned
650.0,1136.0,2558.0,,0.0,377.652,17.58,BankTransfer,Random Address 755 6 Everett Way,InProgress
658.0,1556.0,2502.0,,0.0,541.882,22.428,BankTransfer,Random Address 303 9287 Oakridge Junction,OnHold
668.0,1233.0,2651.0,2023-12-07,4.0,507.826,11.088,CreditCard,Random Address 401 45 Lunder Road,Pending
702.0,1713.0,2904.0,2023-05-07,3.0,388.872,12.372,Cash,Random Address 580 939 Utah Hill,Pending
707.0,1062.0,2418.0,2023-07-07,3.0,389.84,11.628,CreditCard,Random Address 308 4385 Becker Avenue,Cancelled
715.0,1285.0,2269.0,2023-11-07,5.0,472.527,4.992,PayPal,Random Address 920 25 Karstens Avenue,Delivered
723.0,1241.0,2188.0,,4.0,354.827,8.424,CreditCard,Random Address 470 7 Bunker Hill Lane,Cancelled
724.0,1046.0,2062.0,2023-06-07,0.0,509.795,17.64,CreditCard,Random Address 910 5 Union Center,Processing
737.0,1708.0,2430.0,,3.0,463.606,2.58,Cash,Random Address 364 5 Lien Drive,Delivered
740.0,1083.0,2254.0,,2.0,528.209,0.648,CreditCard,Random Address 673 621 Manley Crossing,Cancelled
767.0,1712.0,2178.0,,5.0,229.229,21.6,CreditCard,Random Address 581 73 Sugar Street,Processing
785.0,1459.0,2356.0,2023-10-07,4.0,179.311,1.344,CreditCard,Random Address 154 864 Nevada Junction,Returned
805.0,1242.0,2079.0,,4.0,321.398,17.028,BankTransfer,Random Address 189 428 Talmadge Plaza,Processing
832.0,1171.0,2849.0,,3.0,250.888,22.776,CreditCard,Random Address 649 1882 Hoffman Point,Delivered
836.0,1678.0,2680.0,,3.0,500.093,14.424,PayPal,Random Address 201 2394 Grover Way,Cancelled
839.0,1537.0,2813.0,,5.0,200.893,8.364,CreditCard,Random Address 894 8 Superior Parkway,Processing
848.0,1802.0,2396.0,,0.0,332.53,14.748,CreditCard,Random Address 956 8 Mallard Point,InProgress
854.0,1854.0,2564.0,,2.0,400.257,6.012,CreditCard,Random Address 406 3 Magdeline Parkway,Processing
855.0,1847.0,2296.0,2023-02-07,5.0,393.987,6.096,BankTransfer,Random Address 146 520 Aberg Lane,Cancelled
905.0,1780.0,2148.0,2023-06-07,0.0,541.354,5.88,CreditCard,Random Address 839 23347 Farwell Center,Returned
915.0,1162.0,2715.0,,2.0,411.796,4.044,CreditCard,Random Address 291 448 Buhler Drive,Pending
969.0,1771.0,2993.0,2023-12-06,0.0,308.671,14.148,Cash,Random Address 149 8707 Vermont Road,Cancelled
974.0,1299.0,2653.0,2023-11-07,2.0,376.189,5.844,Cash,Random Address 950 58 Sommers Trail,Returned
995.0,1617.0,2806.0,,0.0,398.706,17.316,BankTransfer,Random Address 378 116 Mockingbird Crossing,Pending
3.0,1765.0,2083.0,,0.0,451.022,8.868,PayPal,Random Address 979 190 Killdeer Drive,OnHold
45.0,1087.0,2173.0,,0.0,211.552,6.228,PayPal,Random Address 460 7 Susan Road,OnHold
71.0,1061.0,2327.0,2023-01-07,5.0,257.939,17.328,BankTransfer,Random Address 418 075 Basil Park,Returned
77.0,1796.0,2312.0,2023-07-07,3.0,543.994,10.092,BankTransfer,Random Address 696 24047 West Junction,InProgress
83.0,1348.0,2855.0,,5.0,321.101,20.964,Cash,Random Address 646 54 Debs Junction,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Cancelled
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Processing
1.0,2.0,,2003-01-23,1.0,0.0,0.0,PayPal,Unknown,Pending
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,OnHold
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Returned
1.0,2.0,,2003-01-23,1.0,0.0,0.0,BankTransfer,Unknown,Delivered
1.0,2.0,,2003-01-23,1.0,0.0,0.0,CreditCard,Unknown,InProgress
1.0,2.0,,2003-01-23,1.0,0.0,0.0,Cash,Unknown,Delivered
